SK_ID_CURR,max_entry_payment_day
100368,-2795.0
100369,-503.0
100370,-504.0
100372,-2115.0
100373,-714.0
100374,-546.0
100376,-517.0
100378,-708.0
100379,-532.0
100381,-766.0
100382,-531.0
100383,-511.0
100385,-2381.0
100386,-511.0
100387,-509.0
100388,-1094.0
100389,-2115.0
100391,-2272.0
100393,-508.0
100394,-1638.0
100395,-506.0
100396,-1688.0
100397,-500.0
100398,-508.0
100399,-2805.0
100400,-1374.0
100401,-1683.0
100403,-756.0
100404,-513.0
100405,-579.0
100406,-506.0
100407,-773.0
100408,-540.0
100409,-750.0
100410,-519.0
100411,-619.0
100413,-800.0
100414,-518.0
100415,-1985.0
100416,-503.0
100417,-525.0
100418,-500.0
100419,-1492.0
100420,-1422.0
100421,-502.0
100422,-554.0
100423,-500.0
100424,-500.0
100425,-513.0
100426,-502.0
100427,-2216.0
100428,-509.0
100429,-1172.0
100430,-504.0
100431,-2185.0
100433,-1258.0
100434,-509.0
100435,-548.0
100436,-515.0
100437,-2376.0
100438,-719.0
100440,-503.0
100441,-1368.0
100442,-523.0
100443,-526.0
100444,-678.0
100445,-526.0
100447,-507.0
100448,-528.0
100449,-552.0
100450,-518.0
100451,-510.0
100452,-500.0
100453,-529.0
100456,-644.0
100457,-504.0
100459,-519.0
100461,-510.0
100462,-2342.0
100463,-756.0
100464,-524.0
100465,-508.0
100466,-513.0
100468,-514.0
100472,-2242.0
100473,-503.0
100475,-516.0
100477,-670.0
100478,-529.0
100479,-507.0
100480,-975.0
100481,-539.0
100482,-511.0
100484,-517.0
100485,-516.0
100486,-504.0
100487,-504.0
100489,-832.0
100490,-561.0
100491,-508.0
100492,-500.0
100493,-510.0
100494,-566.0
100496,-1052.0
100497,-728.0
100498,-526.0
100499,-574.0
100500,-593.0
100502,-501.0
100503,-531.0
100504,-510.0
100505,-511.0
100506,-501.0
100507,-525.0
100508,-511.0
100509,-1371.0
100510,-508.0
100511,-683.0
100513,-506.0
100514,-522.0
100515,-504.0
100516,-507.0
100517,-512.0
100518,-505.0
100519,-518.0
100520,-505.0
100521,-522.0
100523,-517.0
100524,-516.0
100525,-754.0
100526,-500.0
100527,-1221.0
100528,-512.0
100533,-2666.0
100534,-1061.0
100535,-595.0
100536,-727.0
100537,-507.0
100538,-963.0
100539,-517.0
100540,-509.0
100541,-533.0
100542,-504.0
100543,-601.0
100545,-501.0
100546,-2012.0
100547,-528.0
100548,-517.0
100549,-1915.0
100550,-503.0
100551,-512.0
100552,-515.0
100553,-520.0
100555,-618.0
100556,-509.0
100557,-523.0
100559,-504.0
100560,-834.0
100561,-504.0
100562,-877.0
100564,-1919.0
100566,-569.0
100568,-504.0
100569,-531.0
100570,-1610.0
100571,-516.0
100572,-525.0
100574,-1312.0
100575,-511.0
100576,-1043.0
100577,-516.0
100578,-538.0
100579,-1890.0
100580,-524.0
100581,-512.0
100582,-527.0
100583,-511.0
100585,-524.0
100586,-503.0
100587,-2843.0
100589,-523.0
100591,-504.0
100592,-1736.0
100594,-908.0
100595,-2480.0
100596,-527.0
100598,-786.0
100599,-518.0
100600,-525.0
100601,-530.0
100602,-1267.0
100603,-513.0
100604,-506.0
100605,-522.0
100606,-503.0
100607,-1186.0
100608,-510.0
100609,-520.0
100610,-1718.0
100611,-511.0
100612,-510.0
100613,-526.0
100615,-732.0
100616,-2405.0
100617,-519.0
100618,-526.0
100619,-1501.0
100620,-514.0
100621,-519.0
100622,-529.0
100623,-515.0
100624,-991.0
100625,-517.0
100627,-505.0
100628,-2833.0
100629,-2706.0
100630,-801.0
100631,-501.0
100632,-532.0
100633,-1516.0
100634,-657.0
100636,-518.0
100638,-514.0
100639,-1387.0
100640,-524.0
100642,-525.0
100643,-714.0
100645,-583.0
100646,-505.0
100647,-583.0
100648,-768.0
100649,-2321.0
100650,-2078.0
100651,-504.0
100652,-962.0
100653,-504.0
100656,-501.0
100658,-924.0
100661,-502.0
100662,-519.0
100663,-515.0
100665,-500.0
100666,-1113.0
100667,-506.0
100668,-657.0
100669,-2474.0
100670,-582.0
100671,-501.0
100674,-506.0
100675,-1009.0
100676,-904.0
100677,-1577.0
100678,-651.0
100680,-1178.0
100681,-529.0
100682,-955.0
100684,-2726.0
100685,-500.0
100686,-507.0
100687,-520.0
100688,-514.0
100689,-933.0
100690,-2772.0
100691,-517.0
100693,-577.0
100695,-509.0
100696,-525.0
100697,-500.0
100699,-527.0
100700,-1335.0
100701,-1863.0
100702,-522.0
100703,-549.0
100704,-1126.0
100705,-2381.0
100707,-1426.0
100708,-525.0
100709,-854.0
100710,-1539.0
100711,-507.0
100712,-525.0
100713,-1554.0
100714,-589.0
100715,-2835.0
100716,-502.0
100717,-591.0
100719,-681.0
100720,-501.0
100722,-529.0
100723,-1921.0
100724,-507.0
100725,-618.0
100726,-517.0
100727,-504.0
100728,-509.0
100729,-613.0
100730,-507.0
100731,-651.0
100733,-1355.0
100734,-500.0
100735,-515.0
100736,-515.0
100737,-1035.0
100738,-1306.0
100743,-500.0
100745,-516.0
100746,-521.0
100748,-720.0
100749,-510.0
100751,-526.0
100752,-512.0
100753,-501.0
100754,-507.0
100755,-506.0
100756,-616.0
100757,-510.0
100758,-545.0
100759,-504.0
100760,-508.0
100761,-575.0
100762,-2435.0
100763,-516.0
100764,-561.0
100765,-536.0
100766,-1735.0
100767,-527.0
100768,-515.0
100770,-659.0
100771,-532.0
100772,-1290.0
100773,-802.0
100774,-506.0
100775,-505.0
100776,-565.0
100777,-522.0
100778,-523.0
100779,-1322.0
100780,-665.0
100782,-525.0
100783,-686.0
100784,-501.0
100785,-1211.0
100786,-507.0
100787,-589.0
100788,-521.0
100789,-812.0
100790,-513.0
100791,-501.0
100792,-736.0
100793,-680.0
100795,-675.0
100796,-502.0
100797,-657.0
100798,-517.0
100799,-944.0
100800,-637.0
100801,-2457.0
100802,-504.0
100803,-512.0
100806,-511.0
100807,-529.0
100808,-520.0
100812,-511.0
100813,-526.0
100814,-518.0
100815,-1312.0
100816,-510.0
100818,-631.0
100820,-2668.0
100821,-528.0
100822,-501.0
100823,-509.0
100824,-528.0
100825,-614.0
100826,-736.0
100827,-593.0
100828,-918.0
100831,-559.0
100832,-2361.0
100833,-510.0
100834,-507.0
100835,-769.0
100837,-1772.0
100838,-518.0
100840,-2374.0
100842,-521.0
100843,-501.0
100845,-518.0
100846,-514.0
100847,-1569.0
100848,-536.0
100849,-1693.0
100851,-2202.0
100852,-518.0
100853,-930.0
100854,-1068.0
100855,-714.0
100857,-647.0
100858,-500.0
100859,-505.0
100860,-562.0
100861,-514.0
100862,-508.0
100863,-500.0
100864,-701.0
100865,-505.0
100866,-1061.0
100867,-654.0
100868,-2303.0
100869,-1605.0
100870,-520.0
100872,-617.0
100874,-1222.0
100875,-508.0
100876,-512.0
100878,-1002.0
100879,-511.0
100880,-527.0
100882,-512.0
100883,-1864.0
100885,-508.0
100886,-501.0
100887,-1210.0
100888,-979.0
100890,-1127.0
100891,-987.0
100892,-513.0
100893,-667.0
100894,-917.0
100895,-1019.0
100896,-520.0
100897,-521.0
100898,-902.0
100899,-2066.0
100900,-520.0
100901,-524.0
100902,-507.0
100904,-520.0
100906,-502.0
100907,-525.0
100908,-513.0
100909,-529.0
100910,-501.0
100911,-503.0
100912,-506.0
100913,-514.0
100914,-509.0
100917,-502.0
100918,-501.0
100919,-518.0
100920,-529.0
100921,-515.0
100922,-515.0
100923,-514.0
100924,-528.0
100925,-516.0
100926,-519.0
100927,-508.0
100928,-806.0
100929,-506.0
100931,-517.0
100932,-1159.0
100933,-507.0
100934,-542.0
100935,-511.0
100938,-682.0
100939,-508.0
100940,-501.0
100941,-500.0
100942,-518.0
100943,-509.0
100944,-608.0
100945,-501.0
100946,-511.0
100947,-505.0
100948,-501.0
100949,-596.0
100950,-692.0
100951,-505.0
100952,-518.0
100953,-502.0
100955,-508.0
100956,-516.0
100957,-528.0
100958,-520.0
100959,-1680.0
100961,-1900.0
100962,-1553.0
100963,-1798.0
100964,-529.0
100965,-748.0
100966,-563.0
100967,-506.0
100968,-1252.0
100969,-1019.0
100970,-1037.0
100971,-1461.0
100972,-532.0
100973,-597.0
100974,-500.0
100975,-516.0
100976,-540.0
100979,-526.0
100980,-501.0
100982,-711.0
100983,-512.0
100984,-501.0
100986,-2082.0
100987,-1662.0
100989,-524.0
100990,-528.0
100991,-519.0
100992,-524.0
100993,-507.0
100994,-1417.0
100995,-501.0
100996,-713.0
100997,-753.0
100998,-717.0
101001,-507.0
101002,-513.0
101003,-525.0
101004,-1226.0
101005,-528.0
101006,-532.0
101008,-698.0
101010,-1247.0
101011,-516.0
101012,-1805.0
101013,-501.0
101014,-1322.0
101016,-1106.0
101017,-1151.0
101018,-501.0
101019,-520.0
101020,-512.0
101021,-529.0
101022,-507.0
101023,-520.0
101024,-1427.0
101025,-510.0
101026,-502.0
101028,-509.0
101030,-527.0
101031,-505.0
101032,-510.0
101033,-2088.0
101034,-502.0
101036,-509.0
101037,-509.0
101038,-1163.0
101039,-510.0
101041,-1530.0
101042,-1883.0
101043,-501.0
101044,-1303.0
101045,-964.0
101046,-515.0
101047,-504.0
101048,-514.0
101049,-632.0
101050,-533.0
101051,-509.0
101052,-986.0
101053,-515.0
101054,-504.0
101057,-520.0
101058,-532.0
101059,-517.0
101060,-524.0
101061,-1335.0
101062,-2445.0
101063,-510.0
101064,-1428.0
101065,-592.0
101066,-583.0
101067,-513.0
101068,-516.0
101069,-531.0
101070,-1996.0
101072,-518.0
101073,-2156.0
101074,-1270.0
101075,-514.0
101076,-2234.0
101078,-513.0
101080,-511.0
101081,-512.0
101082,-2472.0
101083,-2706.0
101084,-714.0
101085,-901.0
101087,-802.0
101088,-519.0
101089,-910.0
101090,-500.0
101091,-1284.0
101092,-508.0
101093,-524.0
101094,-1548.0
101095,-1393.0
101096,-554.0
101097,-508.0
101098,-530.0
101099,-849.0
101100,-915.0
101101,-539.0
101102,-697.0
101103,-515.0
101104,-507.0
101105,-527.0
101106,-507.0
101108,-1316.0
101109,-515.0
101110,-508.0
101111,-528.0
101112,-568.0
101113,-1705.0
101114,-689.0
101115,-550.0
101116,-1646.0
101117,-759.0
101118,-1795.0
101119,-517.0
101120,-634.0
101121,-807.0
101122,-662.0
101123,-881.0
101124,-564.0
101125,-501.0
101126,-1978.0
101127,-510.0
101128,-523.0
101129,-504.0
101130,-801.0
101133,-573.0
101134,-512.0
101135,-2632.0
101136,-513.0
101137,-857.0
101138,-506.0
101139,-511.0
101141,-506.0
101142,-508.0
101143,-782.0
101145,-606.0
101147,-503.0
101148,-1672.0
101149,-513.0
101150,-1241.0
101151,-505.0
101152,-512.0
101153,-514.0
101154,-1051.0
101155,-510.0
101156,-587.0
101157,-752.0
101159,-502.0
101161,-1245.0
101162,-693.0
101164,-502.0
101166,-515.0
101167,-517.0
101168,-511.0
101169,-500.0
101170,-509.0
101171,-773.0
101174,-523.0
101175,-500.0
101177,-509.0
101178,-507.0
101179,-522.0
101180,-1239.0
101181,-2119.0
101182,-522.0
101183,-1474.0
101184,-2481.0
101185,-511.0
101187,-514.0
101188,-518.0
101189,-1895.0
101190,-521.0
101191,-512.0
101192,-512.0
101193,-526.0
101194,-1671.0
101195,-505.0
101196,-532.0
101197,-1768.0
101198,-526.0
101199,-1096.0
101200,-509.0
101201,-639.0
101203,-508.0
101204,-2597.0
101206,-529.0
101207,-506.0
101208,-501.0
101209,-1743.0
101210,-2291.0
101211,-512.0
101212,-569.0
101213,-524.0
101214,-2863.0
101215,-533.0
101216,-1477.0
101217,-1812.0
101218,-520.0
101219,-2203.0
101220,-1768.0
101221,-512.0
101222,-541.0
101224,-532.0
101225,-530.0
101227,-502.0
101229,-504.0
101230,-744.0
101231,-504.0
101232,-525.0
101234,-504.0
101236,-512.0
101237,-760.0
101238,-501.0
101239,-877.0
101240,-533.0
101241,-529.0
101243,-510.0
101244,-756.0
101246,-511.0
101247,-1856.0
101248,-1023.0
101249,-516.0
101252,-569.0
101253,-508.0
101254,-530.0
101255,-506.0
101256,-1237.0
101257,-2014.0
101259,-521.0
101260,-1122.0
101261,-525.0
101263,-1053.0
101264,-925.0
101265,-627.0
101266,-509.0
101267,-503.0
101268,-526.0
101269,-546.0
101271,-526.0
101272,-1195.0
101273,-874.0
101274,-528.0
101275,-1622.0
101276,-501.0
101277,-753.0
101278,-500.0
101279,-524.0
101280,-647.0
101281,-530.0
101282,-503.0
101283,-2112.0
101284,-506.0
101285,-628.0
101286,-2811.0
101289,-529.0
101292,-527.0
101293,-1557.0
101294,-1559.0
101295,-518.0
101296,-516.0
101297,-523.0
101298,-1009.0
101299,-609.0
101302,-514.0
101304,-525.0
101305,-512.0
101306,-514.0
101307,-500.0
101308,-1500.0
101309,-1668.0
101310,-523.0
101311,-508.0
101312,-501.0
101313,-505.0
101314,-519.0
101315,-507.0
101316,-504.0
101317,-511.0
101318,-502.0
101319,-1934.0
101321,-742.0
101322,-516.0
101323,-516.0
101324,-809.0
101325,-1097.0
101326,-511.0
101327,-515.0
101328,-2667.0
101329,-1492.0
101330,-1984.0
101331,-511.0
101332,-2821.0
101333,-1803.0
101334,-511.0
101335,-1897.0
101336,-681.0
101337,-571.0
101339,-1007.0
101340,-1372.0
101341,-1089.0
101342,-554.0
101343,-522.0
101344,-500.0
101345,-808.0
101346,-680.0
101347,-527.0
101348,-679.0
101349,-507.0
101351,-909.0
101352,-506.0
101353,-557.0
101355,-604.0
101356,-508.0
101357,-1970.0
101359,-518.0
101360,-583.0
101362,-672.0
101364,-525.0
101365,-517.0
101368,-1582.0
101370,-511.0
101371,-2136.0
101372,-688.0
101373,-511.0
101374,-508.0
101376,-1068.0
101377,-702.0
101378,-524.0
101379,-513.0
101380,-652.0
101381,-506.0
101382,-854.0
101383,-546.0
101384,-509.0
101385,-609.0
101386,-551.0
101388,-2043.0
101389,-508.0
101390,-505.0
101391,-2106.0
101392,-511.0
101393,-2227.0
101394,-508.0
101395,-528.0
101396,-1536.0
101397,-524.0
101398,-541.0
101399,-506.0
101400,-521.0
101401,-512.0
101402,-518.0
101403,-526.0
101404,-920.0
101405,-522.0
101406,-517.0
101407,-1121.0
101408,-523.0
101409,-2356.0
101410,-1346.0
101411,-740.0
101412,-524.0
101415,-1353.0
101416,-501.0
101417,-501.0
101418,-501.0
101420,-527.0
101421,-613.0
101422,-539.0
101423,-514.0
101425,-1801.0
101426,-511.0
101427,-526.0
101429,-504.0
101430,-513.0
101431,-528.0
101432,-943.0
101433,-534.0
101434,-526.0
101435,-500.0
101437,-514.0
101438,-518.0
101439,-514.0
101440,-544.0
101441,-763.0
101442,-866.0
101443,-1534.0
101444,-517.0
101446,-512.0
101447,-505.0
101448,-501.0
101449,-505.0
101451,-739.0
101452,-520.0
101453,-1345.0
101454,-1430.0
101455,-500.0
101456,-510.0
101457,-521.0
101459,-515.0
101460,-994.0
101461,-502.0
101463,-527.0
101464,-531.0
101465,-527.0
101466,-515.0
101468,-502.0
101469,-512.0
101470,-509.0
101471,-514.0
101472,-526.0
101473,-1776.0
101475,-1506.0
101476,-503.0
101477,-500.0
101478,-501.0
101479,-506.0
101480,-1790.0
101481,-2366.0
101482,-705.0
101483,-523.0
101484,-1496.0
101485,-504.0
101486,-1354.0
101488,-514.0
101490,-510.0
101491,-523.0
101493,-859.0
101494,-502.0
101495,-516.0
101496,-1287.0
101497,-502.0
101499,-516.0
101500,-509.0
101501,-545.0
101502,-516.0
101503,-1472.0
101504,-524.0
101505,-504.0
101507,-508.0
101508,-1031.0
101509,-506.0
101510,-686.0
101511,-505.0
101512,-720.0
101513,-822.0
101514,-527.0
101515,-508.0
101516,-1050.0
101517,-2574.0
101518,-507.0
101519,-517.0
101520,-530.0
101521,-1940.0
101522,-503.0
101523,-746.0
101524,-518.0
101525,-516.0
101527,-514.0
101528,-569.0
101532,-522.0
101533,-785.0
101534,-510.0
101535,-510.0
101536,-1445.0
101538,-524.0
101539,-506.0
101540,-523.0
101541,-781.0
101542,-524.0
101543,-525.0
101544,-526.0
101545,-505.0
101546,-538.0
101547,-505.0
101548,-512.0
101549,-526.0
101551,-2045.0
101552,-1800.0
101553,-521.0
101554,-550.0
101556,-516.0
101557,-507.0
101558,-1093.0
101561,-858.0
101562,-506.0
101564,-707.0
101565,-521.0
101566,-503.0
101567,-529.0
101568,-1545.0
101570,-636.0
101571,-716.0
101572,-508.0
101573,-664.0
101574,-685.0
101575,-723.0
101576,-2172.0
101577,-508.0
101579,-513.0
101580,-525.0
101582,-1423.0
101583,-516.0
101587,-508.0
101588,-1461.0
101589,-652.0
101590,-500.0
101591,-504.0
101592,-888.0
101593,-508.0
101594,-524.0
101598,-530.0
101599,-525.0
101600,-507.0
101601,-518.0
101602,-514.0
101603,-530.0
101604,-515.0
101605,-581.0
101606,-1815.0
101607,-527.0
101610,-2276.0
101611,-506.0
101612,-524.0
101613,-853.0
101614,-518.0
101615,-2171.0
101616,-515.0
101617,-771.0
101618,-1410.0
101620,-854.0
101621,-1407.0
101622,-590.0
101624,-526.0
101625,-1684.0
101626,-798.0
101627,-523.0
101628,-513.0
101629,-505.0
101630,-2474.0
101631,-515.0
101633,-574.0
101634,-826.0
101635,-1030.0
101636,-1813.0
101637,-1335.0
101638,-2120.0
101640,-948.0
101641,-864.0
101642,-507.0
101643,-509.0
101644,-510.0
101646,-517.0
101648,-502.0
101649,-510.0
101650,-615.0
101651,-933.0
101652,-526.0
101653,-1515.0
101654,-1595.0
101655,-568.0
101656,-559.0
101657,-507.0
101658,-648.0
101659,-760.0
101660,-509.0
101661,-504.0
101662,-504.0
101664,-504.0
101665,-2220.0
101666,-503.0
101667,-726.0
101668,-518.0
101670,-513.0
101671,-809.0
101672,-796.0
101673,-1806.0
101674,-503.0
101675,-500.0
101676,-825.0
101678,-503.0
101679,-623.0
101680,-510.0
101681,-502.0
101682,-519.0
101684,-1489.0
101685,-504.0
101686,-531.0
101687,-934.0
101689,-522.0
101690,-529.0
101692,-503.0
101693,-1869.0
101694,-518.0
101695,-1516.0
101696,-519.0
101697,-719.0
101698,-500.0
101700,-510.0
101701,-510.0
101703,-509.0
101704,-2721.0
101705,-520.0
101706,-513.0
101707,-529.0
101708,-506.0
101709,-1101.0
101710,-741.0
101711,-524.0
101712,-1070.0
101713,-615.0
101715,-526.0
101718,-518.0
101719,-531.0
101720,-1389.0
101721,-502.0
101723,-505.0
101724,-546.0
101725,-505.0
101728,-519.0
101729,-1390.0
101730,-1428.0
101732,-1639.0
101733,-509.0
101734,-725.0
101735,-2267.0
101737,-626.0
101739,-512.0
101740,-507.0
101741,-990.0
101743,-570.0
101744,-503.0
101745,-2092.0
101747,-1527.0
101748,-512.0
101749,-530.0
101750,-2446.0
101752,-509.0
101753,-504.0
101754,-521.0
101755,-1483.0
101756,-507.0
101757,-516.0
101758,-527.0
101759,-516.0
101760,-535.0
101761,-919.0
101762,-1114.0
101763,-505.0
101764,-508.0
101765,-915.0
101766,-1500.0
101767,-514.0
101768,-1086.0
101770,-1047.0
101771,-1444.0
101773,-515.0
101774,-562.0
101775,-502.0
101776,-518.0
101777,-1815.0
101778,-728.0
101779,-507.0
101780,-539.0
101782,-517.0
101783,-520.0
101786,-2704.0
101788,-507.0
101789,-1174.0
101791,-507.0
101792,-1032.0
101793,-558.0
101794,-523.0
101795,-1490.0
101797,-622.0
101798,-842.0
101800,-525.0
101801,-534.0
101804,-528.0
101806,-1640.0
101807,-506.0
101808,-1323.0
101809,-651.0
101810,-593.0
101811,-524.0
101813,-521.0
101814,-518.0
101815,-500.0
101816,-507.0
101817,-1147.0
101818,-529.0
101819,-1597.0
101820,-1231.0
101821,-778.0
101822,-1732.0
101823,-912.0
101824,-532.0
101826,-663.0
101827,-520.0
101828,-511.0
101829,-1211.0
101830,-529.0
101831,-529.0
101832,-533.0
101833,-504.0
101834,-503.0
101835,-534.0
101836,-646.0
101837,-519.0
101838,-1096.0
101840,-507.0
101841,-506.0
101842,-512.0
101844,-506.0
101845,-1479.0
101846,-2056.0
101847,-1355.0
101848,-1170.0
101849,-512.0
101850,-584.0
101852,-582.0
101853,-500.0
101854,-513.0
101856,-522.0
101857,-502.0
101859,-1809.0
101860,-721.0
101861,-778.0
101862,-1706.0
101863,-528.0
101864,-1762.0
101865,-914.0
101866,-523.0
101867,-502.0
101868,-501.0
101869,-511.0
101871,-710.0
101872,-532.0
101873,-526.0
101876,-519.0
101878,-741.0
101879,-507.0
101880,-500.0
101882,-501.0
101884,-1757.0
101885,-510.0
101886,-525.0
101887,-558.0
101888,-511.0
101889,-553.0
101891,-871.0
101892,-1602.0
101893,-1618.0
101894,-847.0
101895,-512.0
101896,-509.0
101898,-514.0
101899,-529.0
101900,-1414.0
101901,-1359.0
101902,-626.0
101903,-519.0
101905,-520.0
101907,-1223.0
101908,-524.0
101909,-730.0
101910,-518.0
101911,-527.0
101912,-518.0
101913,-1953.0
101914,-783.0
101915,-518.0
101917,-518.0
101918,-515.0
101919,-574.0
101920,-513.0
101921,-506.0
101922,-521.0
101924,-506.0
101925,-2500.0
101926,-508.0
101927,-627.0
101928,-1296.0
101929,-800.0
101930,-1055.0
101931,-2727.0
101932,-526.0
101933,-733.0
101934,-1980.0
101935,-516.0
101936,-1010.0
101937,-510.0
101939,-502.0
101940,-1106.0
101941,-518.0
101944,-528.0
101945,-1186.0
101946,-501.0
101947,-2291.0
101948,-531.0
101949,-504.0
101950,-841.0
101951,-1516.0
101952,-999.0
101953,-528.0
101955,-520.0
101956,-506.0
101957,-845.0
101959,-508.0
101960,-500.0
101961,-503.0
101962,-521.0
101963,-2163.0
101964,-700.0
101965,-2305.0
101966,-527.0
101967,-1660.0
101968,-1805.0
101969,-921.0
101970,-664.0
101971,-521.0
101972,-1291.0
101973,-519.0
101974,-884.0
101975,-1154.0
101976,-1315.0
101977,-500.0
101978,-733.0
101979,-1972.0
101980,-575.0
101981,-519.0
101982,-1656.0
101983,-509.0
101984,-1501.0
101985,-503.0
101986,-591.0
101987,-505.0
101988,-1151.0
101989,-523.0
101990,-898.0
101991,-1835.0
101992,-509.0
101993,-2246.0
101994,-525.0
101997,-537.0
101998,-502.0
101999,-920.0
102000,-502.0
102001,-546.0
102002,-507.0
102003,-610.0
102004,-507.0
102005,-919.0
102006,-2250.0
102007,-508.0
102008,-2317.0
102009,-1969.0
102011,-650.0
102012,-509.0
102014,-519.0
102016,-511.0
102017,-504.0
102018,-2625.0
102019,-515.0
102021,-516.0
102022,-514.0
102023,-1363.0
102024,-506.0
102025,-518.0
102026,-500.0
102027,-520.0
102028,-1168.0
102029,-508.0
102030,-507.0
102031,-500.0
102032,-740.0
102033,-1089.0
102034,-766.0
102036,-1207.0
102037,-601.0
102038,-676.0
